run_id,band_keep,band_add,sector_tol,exit_cap_frac,ls_turnover_budget,micro_add_frac,overlay_band,train_mean,train_drawdown,train_turnover,train_alpha,train_alpha_t,train_sharpe,constraints_pass,oos_mean,oos_drawdown,oos_turnover,oos_alpha,oos_alpha_t,oos_sharpe
run_43,0.7966044307613813,0.9292600547827691,0.10118841617087657,0.059879498871017546,0.3221553998681194,0.03285665670710611,0.10104577873338869,0.00818702013532924,-0.06325381865556545,0.3208241101178213,0.007598532671557056,3.8670841072548363,1.3559254378128398,True,,,,,,
run_44,0.8002235673539497,0.9192423349571176,0.08635663701393016,0.07373960871346262,0.30402301724586345,0.019307190695837716,0.10036719820727162,0.00951664851667473,-0.061216937421509354,0.3242719246390514,0.008802559642300343,4.091887290097498,1.5270302974167786,True,,,,,,
run_45,0.8374184292026176,0.9081919560059845,0.10879881501202951,0.07247363937430196,0.31148100992312194,0.02063162441694757,0.09600828948559424,0.009699102663877393,-0.0610193562083966,0.3506281819376707,0.008933822234036526,4.4048516323189455,1.5759622184765,True,,,,,,
run_46,0.8266027158091634,0.9577395108101638,0.08958537887337534,0.07179259590142933,0.27149602867008354,0.025348619794441276,0.0942103744743079,0.007773530512322207,-0.060702544910481104,0.3327644869750134,0.0070718633515177345,3.527740445175158,1.2998826491058377,True,,,,,,
run_47,0.791315573893994,0.9473371011646831,0.10347219952534001,0.05112980168029846,0.2830292941066863,0.025344141845287573,0.1166778464008144,0.007941841482730874,-0.05841783748652918,0.31579106322514605,0.00747491280825474,3.9222040746305447,1.2685164558731437,True,,,,,,
run_48,0.8219648204268818,0.9188544829794693,0.10593135885999244,0.0593865364111344,0.28285113700951287,0.015402859781932005,0.09758605231566662,0.00965085691024883,-0.06490787741790816,0.3348231409471411,0.008910553756094947,4.196130818585245,1.5627144761779677,True,,,,,,
run_49,0.838908685275001,0.9046967162570686,0.08769347357804388,0.06176180685250798,0.2606087480223339,0.027133312068003373,0.10562652833080695,0.009816923711261936,-0.06596903177192137,0.34796293484412855,0.009317863013368191,4.928703053206202,1.5694864606505794,True,,,,,,
run_50,0.7804990683894745,0.9332854766484108,0.09014482106170082,0.05119874765015525,0.2677850218607211,0.015267271407239024,0.1125251404587405,0.009139732049297218,-0.04608362515787656,0.30763103307180134,0.00861112571053418,4.39056627537692,1.5452774163101997,True,,,,,,
run_51,0.7851925578831355,0.9026601052183797,0.10028865944521784,0.053162562622216164,0.32562927748358206,0.01925292205990222,0.11503294887966535,0.010083100676235007,-0.057740465545643604,0.32163596580999265,0.009817611246491002,5.715484179355164,1.6164099376244583,True,,,,,,
run_52,0.8027280037493637,0.9051896176329431,0.09799283724324626,0.07413640856095648,0.2505196910889666,0.01660980742616483,0.09482702203254703,0.010124104730330522,-0.05702048704926943,0.32399210841440046,0.009696469847710183,5.373754661568276,1.6441822144734217,True,,,,,,
run_53,0.8178647476034715,0.9505805700268325,0.09508724314593246,0.07957194140534443,0.27458229462995454,0.0262965319404714,0.112617200985448,0.007621848708202275,-0.05835876043116062,0.3300906305694196,0.007011467262949315,3.4117123146640616,1.2427203542479974,True,,,,,,
run_54,0.7848562372548977,0.9298403696543592,0.08872899360257927,0.052047670664990504,0.2686899677353276,0.0315197296596296,0.10172699959636852,0.008639177681582226,-0.05676406779339871,0.3120562430125086,0.007977595625712404,4.204513100065576,1.4435775577422447,True,,,,,,
run_55,0.8313319546061524,0.9139381664620451,0.08473782917067398,0.06105704265528078,0.24297542300927308,0.030780011466093087,0.10438244646571307,0.009743889522572236,-0.06686626125791639,0.3383754156170789,0.00901199457525863,4.0692102536084365,1.5573277242467165,True,,,,,,
run_56,0.7986853157728641,0.9396154947092178,0.10801425021459432,0.05359197986844236,0.28735897577461933,0.027787011526604944,0.12026145090345869,0.008341162246586497,-0.05688232365619128,0.32275676572769885,0.007753671595947897,3.6659439723451017,1.3871392285237647,True,,,,,,
run_57,0.8157428331349013,0.9034186446054652,0.10119418019534332,0.058060375875085384,0.2890625559598044,0.032232077445666696,0.11100048625690451,0.01069037916356128,-0.05651146751561065,0.3340466840426268,0.010231302180744587,5.781309732081931,1.7421032593715429,True,0.010320039603378415,-0.053804481237048396,0.2949282536081046,0.01018240912700522,4.977908971779756,1.5471457585203485
run_58,0.7883501569915664,0.9156182789165519,0.09476219226995372,0.05175269074103964,0.322368911334437,0.019261732380740203,0.1041125366472536,0.009690165180989294,-0.056608448608604034,0.31997552179689853,0.009179666801296114,4.518038819356241,1.585601307152588,True,,,,,,
run_59,0.8247045863506727,0.9314630459245644,0.10260852636165604,0.07127745650974614,0.26390032680008374,0.019537036369055683,0.12512387742590367,0.009678305168787555,-0.04624866475087064,0.3319411283400092,0.009062417644511753,4.427922007710225,1.6290173748370433,True,,,,,,
run_60,0.7963484408077985,0.9048189833238949,0.10911670517128023,0.07052523181909154,0.29911959883835754,0.0222287997208045,0.10754438878835833,0.011040186818406416,-0.03941824318073461,0.3242316521913607,0.01050188362453427,5.7511553157351685,1.827106195185911,True,0.009685315800816396,-0.05396615321428566,0.286465188227949,0.00958122352935386,4.743615225888993,1.4722468762279879
